보행자작동신호기관리번호,지주관리번호,방향,설치일,교체일,X좌표,Y좌표,제조업체,작업구분,표출구분,종류,신규정규화ID,상태,공사관리번호,보행자작동신호기관리번호,이력ID,위치정보,공사형태,MNG_AGEN,XGEO
29-0000001359,02-0000172838,180,20140814,20140814,210160.9961,549409.89646,-,001,002,000,6205934    ,001,-,29-001359,1552,-,001,-,
29-0000001361,02-0000178333,180,20140214,20140214,197329.05418,554589.21023,-,001,002,000,3355362    ,001,-,29-001361,1554,-,001,-,
29-0000001353,02-0000176387,180,20130220,20140525,199778.9576,552636.79369,-,006,001,000,4301271    ,001,2014-1801-003,29-001353,1546,-,004,-,
29-0000001366,02-0000179632,180,-,20140823,202145.05545,555001.64301,대한신호(주),001,002,000,4346951    ,001,2014-0201-043,29-001366,1559,-,004,-,
29-0000000545,02-0000095978,90 ,20140912,20140912,197918.18468,553781.9835,대한신호,006,002,001,3364501    ,001,2014-0101-083,29-000545,676,1,001,-,
29-0000001380,02-0000027702,180,20150202,20150202,186847.83306,544876.65278,대한신호(주),006,001,000,1146322    ,001,2014-0101-135,29-001380,1573,-,001,-,
29-0000001378,02-0000027867,180,20150202,20150202,187121.9737,545006.30172,대한신호(주),006,001,000,1146852    ,001,2014-0101-135,29-001378,1571,-,001,-,
29-0000001376,02-0000027715,180,20150202,20150202,186991.99294,544943.35005,대한신호(주),006,001,000,1146631    ,001,2014-0101-135,29-001376,1569,-,001,-,
29-0000001375,02-0000027719,180,20150202,20150202,186985.11194,544960.89328,대한신호(주),001,001,000,1146641    ,001,2014-0101-135,29-001375,1568,-,001,-,
29-0000001355,02-0000097487,180,20140508,20140508,186459.94168,544693.97859,-,006,001,001,1135581    ,001,2014-0201-038,29-001355,1548,-,002,-,
29-0000001414,02-0000030179,180,20140905,-,191987.73079,546417.96006,삼일안전시스템,006,001,000,2149631    ,001,2014-0101-123,29-001414,1607,-,002,-,
29-0000001410,02-0000113157,0  ,20140808,-,186881.30543,551483.02723,삼일안전시스템,006,001,000,1249442    ,001,2014-0111-006,29-001410,1603,-,001,-,
29-0000001423,02-0000062273,180,20150312,20150312,192222.18132,546874.14556,-,001,001,000,2250023    ,001,-,29-001423,1616,-,003,-,
29-0000001930,02-0000007457,180,-,-,183807.8243,551766.10727,-,001,001,000,0380205    ,-,-,29-001930,2123,-,003,-,
29-0000001441,02-0000161639,180,-,-,196346.17206,541388.56987,대한신호,001,002,000,3039322    ,001,-,29-001441,1634,-,-,-,
29-0000001430,02-0000059006,180,20150312,20150312,188017.01594,546469.08438,-,001,001,000,1169641    ,001,-,29-001430,1623,-,001,-,
29-0000001931,02-0000195254,180,20070601,-,183803.77031,551469.83137,-,001,001,000,0289244    ,001,-,29-001931,2124,-,003,-,
29-0000001933,02-0000003913,180,-,-,189280.55226,549834.15846,-,001,002,000,1296212    ,001,-,29-001933,2126,-,-,-,
29-0000001934,02-0000003912,180,-,-,189252.63456,549829.80171,-,001,002,000,1296112    ,001,-,29-001934,2127,-,-,-,
29-0000001759,02-0000050798,180,20130430,20161124,208708.37981,549188.06026,대한신호,001,001,000,5284085    ,001,2016-0101-216,29-001759,1952,-,003,-,
29-0000001461,02-0000172551,180,-,-,199001.07521,539863.38295,대한신호,001,002,000,3086623    ,001,-,29-001461,1654,-,001,-,
29-0000001462,02-0000172008,180,-,-,199610.13728,543219.36484,대한신호,001,002,000,3192892    ,001,-,29-001462,1655,-,-,-,
29-0000001465,02-0000165413,180,-,-,198845.11892,541979.57317,대한신호,001,001,000,3180342    ,001,-,29-001465,1658,-,-,-,
29-0000001466,02-0000017486,180,-,-,198832.14053,542000.61268,대한신호,001,001,000,3180351    ,001,-,29-001466,1659,-,-,-,
29-0000001598,02-0000050796,180,20130430,20161124,208709.69208,549161.2805,대한신호,001,001,000,5284084    ,001,2016-0101-216,29-001598,1791,-,003,-,
29-0000000625,02-0000065179,90 ,20161116,20161116,207086.8026,550975.05151,-,001,002,000,5248841    ,001,2016-0101-215,29-000625,371,1,004,-,
29-0000000624,02-0000065178,90 ,20161116,20161116,207069.06065,550976.54376,-,001,002,000,5248741    ,001,2016-0101-215,29-000624,370,1,004,-,
29-0000000619,02-0000064869,90 ,20161116,20161116,207145.91117,551147.58182,-,001,001,000,-,001,2016-0101-215,29-000619,369,1,004,-,
29-0000001474,02-0000132223,0  ,-,-,200049.72664,541932.08385,대한신호,001,001,000,4100732    ,001,-,29-001474,1667,-,-,-,
29-0000000027,02-0000162148,0  ,-,-,199402.97143,545315.89689,kokokoko,003,001,000,-,001,2011-0406-001,29-000027,1193,1,-,-,
29-0000000028,02-0000162149,0  ,-,-,198964.78886,545105.83185,drere,003,001,000,-,001,2011-0406-001,29-000028,1194,1,-,-,
29-0000000506,02-0000162153,90 ,-,-,206250.68147,561488.12715,-,001,002,000,-,001,2000-0000-000,29-000506,1195,1,-,-,
29-0000001042,02-0000162191,0  ,-,-,198717.72272,555212.27486,대한신호,001,002,000,-,001,2012-0101-091,29-001042,1196,1,-,-,
29-0000000651,02-0000162960,90 ,-,-,207293.66575,549519.31764,-,001,001,001,-,001,2000-0000-000,29-000651,1200,1,-,-,
29-0000000892,02-0000162989,0  ,-,-,206519.43311,555632.62452,-,001,002,000,5337672    ,001,2011-0101-061,29-000892,1201,1,-,-,
29-0000000893,02-0000162990,0  ,-,-,206500.37615,555632.21897,-,001,002,000,5337671    ,001,2011-0101-061,29-000893,1202,1,-,-,
29-0000001922,02-0000194405,180,20170801,20191020,209544.32471,541063.11275,대한신호,001,002,000,5098766    ,001,2017-0201-128,29-001922,2115,-,004,-,
29-0000000839,02-0000163010,90 ,-,-,204402.07655,553564.1717,대한신호,001,002,000,4393461    ,001,2011-0101-034,29-000839,1204,1,-,-,
29-0000000260,02-0000163138,90 ,-,-,198264.15077,549629.79612,-,001,002,000,3275172    ,001,2000-0000-000,29-000260,1205,1,-,-,
29-0000000259,02-0000163139,90 ,-,-,198256.47584,549640.30369,-,001,002,000,3275171    ,001,2000-0000-000,29-000259,1206,1,-,-,
29-0000000116,02-0000163158,90 ,-,-,189109.54451,548278.29366,대한신호,001,001,000,-,001,2010-0101-084,29-000116,1207,1,-,-,
29-0000000762,02-0000163176,90 ,-,-,192418.41918,548277.06077,-,001,001,000,-,001,2000-0000-000,29-000762,1208,1,-,-,
29-0000000763,02-0000163177,90 ,-,-,192411.87656,548262.34643,-,001,002,000,2253401    ,001,2000-0000-000,29-000763,1209,1,-,-,
29-0000000212,02-0000163245,270,-,-,196083.36891,549138.38652,-,001,001,000,-,001,2000-0000-000,29-000212,1210,1,-,-,
29-0000000211,02-0000163246,90 ,-,-,196087.09449,549163.63906,-,001,001,000,-,001,2000-0000-000,29-000211,1211,1,003,-,
29-0000000256,02-0000166368,90 ,-,-,199467.12978,546889.83714,-,002,001,000,-,001,2000-0000-000,29-000256,1214,1,-,-,
29-0000001082,02-0000166368,90 ,-,-,199467.12978,546889.83714,.,002,001,000,-,001,2012-0101-111,29-001082,1215,1,-,-,
29-0000000256,02-0000166368,90 ,-,-,199467.12978,546889.83714,-,001,001,000,-,001,2000-0000-000,29-000256,1216,1,-,-,
29-0000000452,02-0000166392,90 ,-,-,201595.32954,557458.87494,-,001,001,000,-,001,2000-0000-000,29-000452,1217,1,-,-,
29-0000000774,02-0000166845,180,-,-,192755.57864,552861.14593,-,002,001,000,-,001,2000-0000-000,29-000774,1218,1,-,-,
29-0000000774,02-0000166845,180,-,-,192755.57864,552861.14593,-,002,001,000,-,001,2000-0000-000,29-000774,1219,1,-,-,
29-0000000775,02-0000166915,90 ,-,-,198614.27937,555206.09118,대한신호,001,002,000,-,001,2011-0101-062,29-000775,1220,1,-,-,
29-0000000776,02-0000166916,90 ,-,-,198602.5506,555214.92299,대한신호,001,002,000,-,001,2011-0101-062,29-000776,1221,1,-,-,
29-0000001070,02-0000167020,45 ,-,-,205047.54725,551304.75103,관급,001,002,000,5209715    ,001,2012-0101-078,29-001070,1222,1,001,-,
29-0000001069,02-0000167021,135,-,-,205034.12644,551308.83033,관급,001,002,000,5209714    ,001,2012-0101-078,29-001069,1223,1,001,-,
29-0000000777,02-0000167116,0  ,-,-,199172.29789,551323.86897,-,001,001,001,-,001,2000-0000-000,29-000777,1225,1,-,-,
29-0000000778,02-0000167116,0  ,-,-,199172.29789,551323.86897,-,004,001,000,-,001,2000-0000-000,29-000778,1226,1,-,-,
29-0000000777,02-0000167116,0  ,-,-,199172.29789,551323.86897,-,004,001,000,-,001,2000-0000-000,29-000777,1227,1,-,-,
29-0000000783,02-0000167248,0  ,-,-,198502.51184,551857.07028,-,001,001,000,-,001,2000-0000-000,29-000783,1228,1,-,-,
29-0000000784,02-0000167248,0  ,-,-,198502.51184,551857.07028,-,001,001,000,-,001,2000-0000-000,29-000784,1229,1,-,-,
29-0000000806,02-0000167300,0  ,-,-,200462.52873,556758.51006,대한신호,001,002,000,-,001,2011-0101-065,29-000806,1230,1,-,-,
29-0000000805,02-0000167301,0  ,-,-,200450.87573,556765.11643,대한신호,001,002,000,4410501    ,001,2011-0101-065,29-000805,1231,1,001,-,
29-0000000785,02-0000167307,90 ,-,-,190456.83735,540121.25232,대한신호,001,001,000,-,001,2011-0101-037,29-000785,1232,1,-,-,
29-0000000786,02-0000167309,90 ,-,-,190472.94083,540123.14387,대한신호,001,001,000,-,001,2011-0101-037,29-000786,1233,1,-,-,
29-0000000831,02-0000168605,180,-,-,203308.44089,541076.4567,대한신호,001,002,000,4078261    ,001,2011-0101-042,29-000831,1234,1,-,-,
29-0000000832,02-0000168606,180,-,-,203293.61031,541085.26019,대한신호,001,002,000,4078263    ,001,2011-0101-042,29-000832,1235,1,-,-,
29-0000000859,02-0000169392,0  ,-,-,192577.64866,554633.62883,대한신호,001,002,000,2355771    ,001,2012-0101-001,29-000859,1236,1,-,-,
29-0000000860,02-0000169393,0  ,-,-,192567.8141,554615.09015,대한싱호,001,002,000,2355772    ,001,2012-0101-001,29-000860,1237,1,-,-,
29-0000000915,02-0000169508,0  ,-,-,208639.52291,556471.27668,-,001,002,000,5379941    ,001,2011-0101-082,29-000915,1238,1,-,-,
29-0000000918,02-0000170012,0  ,-,-,208555.87855,556440.2667,-,001,001,000,-,001,2011-0101-082,29-000918,1241,1,-,-,
29-0000000919,02-0000170014,0  ,-,-,208705.66903,556504.56439,-,001,002,001,5389052    ,001,2011-0101-082,29-000919,1242,1,001,-,
29-0000000920,02-0000170076,0  ,-,-,204535.77907,552563.14511,0,001,001,000,-,001,2011-1112-015,29-000920,1243,1,-,-,
29-0000000921,02-0000170078,0  ,-,-,204548.04653,552554.81286,0,001,001,000,-,001,2011-1112-015,29-000921,1244,1,-,-,
29-0000000922,02-0000170131,0  ,-,-,203490.11775,554645.06811,대한신호,001,002,000,-,001,2011-0101-084,29-000922,1245,1,-,-,
29-0000000972,02-0000171028,180,-,-,200964.86904,554123.30384,대한신호,001,002,001,4324571    ,001,2012-1101-016,29-000972,1248,1,-,-,
29-0000000973,02-0000171029,180,-,-,200954.56531,554117.46203,대한신호,001,002,001,4324572    ,001,2012-1101-016,29-000973,1249,1,-,-,
29-0000000978,02-0000172102,270,-,-,201383.27344,552980.17138,대한신호,001,001,001,-,001,2011-1701-006,29-000978,1250,1,-,-,
29-0000000978,02-0000172102,270,-,-,201383.27344,552980.17138,-,002,001,001,-,001,2011-1701-006,29-000978,1251,1,-,-,
29-0000000979,02-0000172104,225,-,-,201363.25697,552983.7914,대한신호,002,001,001,-,001,2011-1701-006,29-000979,1252,1,-,-,
29-0000000979,02-0000172104,225,-,-,201363.25697,552983.7914,-,002,001,001,-,001,2011-1701-006,29-000979,1253,1,-,-,
29-0000000980,02-0000172108,45 ,-,-,201367.23131,553164.22841,대한신호,001,001,001,-,001,2011-1701-006,29-000980,1254,1,-,-,
29-0000000980,02-0000172108,45 ,-,-,201367.23131,553164.22841,-,002,001,001,-,001,2011-1701-006,29-000980,1255,1,-,-,
29-0000000983,02-0000172110,135,-,-,201348.08389,553155.64762,대한신호,001,001,001,-,001,2011-1701-006,29-000983,1256,1,-,-,
29-0000000983,02-0000172110,135,-,-,201348.08389,553155.64762,-,002,001,001,-,001,2011-1701-006,29-000983,1257,1,-,-,
29-0000000984,02-0000172111,135,-,-,201378.30139,552788.13165,대한신호,001,001,001,-,001,2011-1701-006,29-000984,1258,1,-,-,
29-0000000984,02-0000172111,135,-,-,201378.30139,552788.13165,-,002,001,001,-,001,2011-1701-006,29-000984,1259,1,-,-,
29-0000000986,02-0000172113,45 ,-,-,201395.61002,552794.13407,대한신호,002,001,001,-,001,2011-1701-006,29-000986,1260,1,-,-,
29-0000000995,02-0000173381,315,-,-,201383.20822,552980.99082,-,001,002,000,4332441    ,001,2000-0000-000,29-000995,1261,1,-,-,
29-0000000997,02-0000173385,135,-,-,201367.28133,553163.77495,-,004,001,000,-,001,2000-0000-000,29-000997,1263,1,-,-,
29-0000000998,02-0000173386,315,-,-,201348.98157,553147.23734,-,004,001,000,-,001,2000-0000-000,29-000998,1265,1,-,-,
29-0000000998,02-0000173386,225,-,-,201348.98157,553147.23734,-,001,002,000,4332382    ,001,2000-0000-000,29-000998,1266,1,-,-,
29-0000000999,02-0000173387,225,-,-,201378.05931,552787.78731,-,001,002,001,4332301    ,001,2000-0000-000,29-000999,1267,1,-,-,
29-0000001000,02-0000173388,315,-,-,201395.66805,552794.08948,-,001,002,001,4332403    ,001,2000-0000-000,29-001000,1268,1,-,-,
29-0000001145,02-0000157316,180,-,-,199951.69226,545467.93916,-,001,002,000,4107546    ,001,-,29-001145,1338,-,001,-,
29-0000001001,02-0000173617,225,-,-,205971.10586,555473.59384,.,001,001,001,-,001,2012-0101-030,29-001001,1271,1,-,-,
29-0000001001,02-0000173617,225,-,-,205971.10586,555473.59384,-,002,001,001,-,001,2012-0101-030,29-001001,1272,1,-,-,
29-0000001071,02-0000173617,225,-,-,205971.10586,555473.59384,관급,002,001,001,-,001,2012-0101-079,29-001071,1273,1,-,-,
29-0000001007,02-0000173627,0  ,-,-,193360.78015,552800.14933,대한신호,001,002,000,2372301    ,001,2012-0101-006,29-001007,1275,1,-,-,
29-0000001047,02-0000173902,0  ,-,-,202370.94455,553467.64435,.,002,001,000,-,001,2012-0101-071,29-001047,1276,1,-,-,
29-0000001031,02-0000173902,0  ,-,-,202370.94455,553467.64435,.,002,001,000,-,001,2000-0000-000,29-001031,1277,1,-,-,
29-0000001039,02-0000174308,180,-,-,193692.24936,553071.2558,대한신호,001,002,001,2382063    ,001,2012-1801-001,29-001039,1279,1,001,-,
29-0000001043,02-0000174440,0  ,-,-,198717.34224,555226.2053,대한신호,001,002,000,-,001,2012-0101-091,29-001043,1280,1,-,-,
29-0000001044,02-0000174542,90 ,-,-,191817.27157,551637.72435,.,002,001,000,-,001,2012-0111-003,29-001044,1281,1,-,-,
29-0000001045,02-0000174544,225,-,-,191834.25657,551617.39537,.,002,001,000,-,001,2012-0111-003,29-001045,1282,1,-,-,
29-0000001075,02-0000175227,135,-,-,203103.45429,548917.69241,대한신호,001,002,000,4264832    ,001,2012-0101-116,29-001075,1283,1,-,-,
29-0000001066,02-0000175228,45 ,-,-,203115.47472,548920.96185,대한신호,001,002,000,4264831    ,001,2012-0101-116,29-001066,1284,1,001,-,
29-0000001067,02-0000175229,135,-,-,203152.14528,548913.21943,대한신호,001,001,000,-,001,2012-0101-116,29-001067,1285,1,-,-,
29-0000001068,02-0000175230,0  ,-,-,203149.92941,548893.58968,대한신호,001,002,000,4264922    ,001,2012-0101-116,29-001068,1286,1,001,-,
29-0000001079,02-0000175727,0  ,-,-,201494.83909,547111.89534,관급,003,002,000,-,001,2012-0101-085,29-001079,1287,1,-,-,
29-0000001080,02-0000175728,180,-,-,201475.23884,547111.33574,관급,001,002,000,-,001,2012-0101-085,29-001080,1288,1,-,-,
29-0000001091,02-0000175767,0  ,-,-,198731.39579,550806.81698,대한신호,001,001,001,-,001,2012-0101-111,29-001091,1289,1,-,-,
29-0000000733,02-0000056145,90 ,-,-,187683.41428,546110.06116,-,001,001,000,-,001,2000-0000-000,29-000733,300,1,003,-,
29-0000000707,02-0000056493,90 ,-,-,183812.54926,552183.10693,-,001,001,000,-,001,2000-0000-000,29-000707,309,1,003,-,
29-0000000674,02-0000067550,90 ,-,-,184327.95261,552663.20415,-,001,001,000,0391283    ,001,2000-0000-000,29-000674,385,1,003,-,
29-0000000631,02-0000068215,90 ,-,-,204582.01049,552136.35418,-,001,002,000,-,001,2000-0000-000,29-000631,394,1,-,-,
29-0000000033,02-0000069341,90 ,-,-,201362.6978,552994.47429,-,002,001,000,-,001,2000-0000-000,29-000033,408,1,-,-,
29-0000000030,02-0000069409,90 ,-,-,201367.81532,553155.4315,-,001,001,000,-,001,2000-0000-000,29-000030,418,1,-,-,
29-0000000193,02-0000139665,90 ,-,-,194486.37722,550194.4345,-,002,001,000,-,001,2000-0000-000,29-000193,929,1,-,-,
29-0000000295,02-0000139703,90 ,-,-,197867.46342,550996.25356,-,001,001,000,-,001,2000-0000-000,29-000295,941,1,-,-,
29-0000000144,02-0000155727,225,-,-,206430.85499,544197.74614,-,004,001,000,-,001,2000-0000-000,29-000144,1015,1,-,-,
29-0000000687,02-0000156021,90 ,-,-,188596.65119,547450.75171,-,001,001,000,1271844    ,001,2000-0000-000,29-000687,1022,1,003,-,
29-0000000385,02-0000073905,90 ,-,-,200355.47527,554575.39385,-,001,002,000,4315361    ,001,2000-0000-000,29-000385,474,1,-,-,
29-0000000303,02-0000077101,90 ,-,-,201306.47594,551166.50697,-,001,001,000,-,001,2000-0000-000,29-000303,485,1,-,-,
29-0000000561,02-0000080246,90 ,-,-,207080.7794,552759.61536,-,001,001,000,-,001,2000-0000-000,29-000561,498,1,-,-,
29-0000000080,02-0000086311,0  ,-,-,203071.16994,562324.42282,-,004,001,000,-,001,2000-0000-000,29-000080,561,1,-,-,
29-0000000520,02-0000088411,90 ,-,-,203551.67841,559334.20528,-,001,002,000,-,001,2000-0000-000,29-000520,622,1,-,-,
29-0000000518,02-0000101951,90 ,-,-,202351.84407,553475.26992,-,001,001,000,-,001,2000-0000-000,29-000518,708,1,-,-,
29-0000000388,02-0000103264,90 ,-,-,202635.35194,559814.09974,-,001,001,000,-,001,2000-0000-000,29-000388,722,1,-,-,
29-0000000055,02-0000116791,0  ,-,-,203076.11786,561304.59294,-,001,001,000,-,001,2000-0000-000,29-000055,798,1,-,-,
29-0000000496,02-0000117327,90 ,-,-,201594.49009,558600.64063,-,001,001,000,-,001,2000-0000-000,29-000496,806,1,-,-,
29-0000001110,02-0000176477,0  ,20130315,20130315,201807.58165,540166.34581,-,001,001,001,4046281    ,001,2013-1101-008,29-001110,1303,-,001,-,
29-0000001152,02-0000172768,180,-,-,191527.75619,544253.44252,-,001,002,000,2135702    ,001,-,29-001152,1345,-,-,-,
29-0000001158,02-0000131677,180,-,-,194679.33826,544815.0715,-,001,002,000,3106012    ,001,-,29-001158,1351,-,-,-,
29-0000001159,02-0000152860,180,-,-,197822.73173,543162.55274,-,001,002,000,3162281    ,001,-,29-001159,1352,-,-,-,
29-0000001160,02-0000177380,180,-,-,197833.50737,543152.18202,-,001,002,000,3162381    ,001,-,29-001160,1353,-,-,-,
29-0000001170,02-0000055530,180,-,-,189155.98463,548171.87825,-,001,001,-,1282981    ,-,-,29-001170,1363,-,-,-,
29-0000001173,02-0000119935,180,-,-,188859.08635,547501.93978,-,001,001,000,1281353    ,-,-,29-001173,1366,-,003,-,
29-0000001216,02-0000177883,180,20131220,20131220,205753.83009,545110.32382,-,006,001,000,5126171    ,001,2013-0401-004,29-001216,1409,-,004,-,
29-0000001213,02-0000177876,180,20131220,20131220,203977.66698,544365.34014,-,006,001,000,4185621    ,001,2013-0401-004,29-001213,1406,-,004,-,
29-0000001212,02-0000177875,180,20131220,20131220,203963.14948,544370.91918,-,006,001,000,4185522    ,001,2013-0401-004,29-001212,1405,-,004,-,
29-0000001233,02-0000178254,180,20110908,20131221,193477.86875,551042.31494,-,006,001,000,2278651    ,001,2013-0401-002,29-001233,1426,-,004,-,
29-0000001255,02-0000178596,180,-,20131231,195328.08725,554810.7671,-,006,002,001,3316312    ,001,2013-0401-001,29-001255,1448,-,004,-,
29-0000000826,02-0000006646,90 ,20140205,20140205,193407.94328,555986.31263,대한신호(주),001,001,000,-,001,2013-0101-149,29-000826,68,1,003,-,
29-0000000359,02-0000026443,90 ,-,-,191333.53399,540916.40425,-,001,001,000,-,001,2000-0000-000,29-000359,189,1,-,-,
29-0000000358,02-0000026444,90 ,-,-,191319.29019,540921.3234,-,001,001,000,-,001,2000-0000-000,29-000358,190,1,-,-,
29-0000000366,02-0000026462,90 ,-,-,191338.63745,540689.69364,-,001,001,000,-,001,2000-0000-000,29-000366,191,1,-,-,
29-0000000104,02-0000028511,90 ,-,-,191829.95607,543201.00424,-,001,002,000,2142391    ,001,2000-0000-000,29-000104,195,1,-,-,
